=== FINAL SESSION METRICS ===
Timestamp: 2026-03-28 14:29:40
Session Duration: 09:59:53
Total Orders: 1560
Total Trades: 1329
Total Fees: 17.4679 USDT
Final Balance: 31.06 USDT
Overall Win Rate: 36.5%
Average TPM: 2.22

=== ACTIVE ASSET LIST ===
ETHUSDT: Trades: 1 | Win%: 0.0% | PnL: -0.07
302   5M   LDOUSDT      LONG   0.3028     N/A        0.3014     -0.1877    0.0158     10     0.3031/0.3020          0.3035/0.3020          0.3035/0.3020          SL        
154   5M   LAUSDT       SHORT  0.1753     0.1742     0.1741     0.3051     0.0186     10     0.1755/0.1753          0.1755/0.1752          0.1755/0.1742          TSL       
390   5M   BLESSUSDT    SHORT  0.0049     N/A        0.0049     -0.0704    0.0155     10     0.0049/0.0049          0.0049/0.0049          0.0049/0.0049          SL        
340   5M   NOMUSDT      LONG   0.0019     0.0019     0.0021     1.9186     0.0151     30     0.0019/0.0019          0.0019/0.0019          0.0022/0.0019          TSL       
399   10M  VELOUSDT     SHORT  0.0037     N/A        0.0037     -0.1677    0.0155     10     0.0037/0.0037          0.0037/0.0037          0.0038/0.0037          SL        
353   5M   VELOUSDT     SHORT  0.0037     N/A        0.0037     -0.1235    0.0152     10     0.0037/0.0037          0.0037/0.0037          0.0037/0.0037          SL        
64    5M   TSMUSDT      SHORT  324.1079   N/A        324.9425   -0.1350    0.0195     10     324.8700/324.2800      324.8900/324.2800      324.8900/324.2800      SL        
227   5M   SYRUPUSDT    SHORT  0.2018     0.2008     0.2009     0.1898     0.0166     10     0.2020/0.2020          0.2024/0.2020          0.2024/0.2020          TSL       
177   5M   0GUSDT       SHORT  0.4723     N/A        0.4737     -0.1484    0.0178     10     0.4726/0.4726          0.4726/0.4726          0.4735/0.4726          SL        
338   5M   ALGOUSDT     LONG   0.0820     N/A        0.0818     -0.1224    0.0151     10     0.0819/0.0819          0.0820/0.0819          0.0820/0.0818          SL        
362   5M   ACXUSDT      SHORT  0.0420     N/A        0.0421     -0.1049    0.0155     10     0.0421/0.0421          0.0421/0.0421          0.0422/0.0420          SL        
291   5M   BABYUSDT     LONG   0.0129     N/A        0.0128     -0.1254    0.0160     10     0.0128/0.0128          0.0129/0.0128          0.0129/0.0128          SL        
402   5M   LTCUSDT      LONG   54.0370    N/A        53.9646    -0.0582    0.0151     10     54.0000/53.9600        54.0000/53.9500        54.0100/53.9400        SL        
405   5M   OPUSDT       LONG   0.1047     N/A        0.1043     -0.1384    0.0151     10     0.1045/0.1043          0.1046/0.1043          0.1047/0.1043          SL        
374   5M   GOOGLUSDT    LONG   273.7768   N/A        273.4327   -0.0558    0.0153     10     273.6300/273.5300      273.6300/273.3300      273.9300/273.3300      SL        
375   5M   BARDUSDT     LONG   0.3572     0.3590     0.3583     0.1572     0.0154     10     0.3591/0.3569          0.3592/0.3569          0.3607/0.3569          TSL       
355   5M   NAORISUSDT   LONG   0.0640     N/A        0.0636     -0.2207    0.0152     10     0.0638/0.0638          0.0639/0.0636          0.0639/0.0635          SL        
387   5M   EWYUSDT      LONG   120.0600   N/A        119.9680   -0.0371    0.0154     10     120.0300/119.9900      120.0300/119.9800      120.1000/119.9800      SL        
194   5M   ETHFIUSDT    SHORT  0.4587     0.4565     0.4573     0.1611     0.0171     10     0.4591/0.4582          0.4591/0.4576          0.4591/0.4574          TSL       
371   5M   KNCUSDT      LONG   0.1506     N/A        0.1507     0.0211     0.0155     10     0.1508/0.1504          0.1510/0.1501          0.1510/0.1499          TSL       
239   5M   FLOKIUSDT    SHORT  0.0000     0.0000     0.0000     0.1489     0.0166     10     0.0000/0.0000          0.0000/0.0000          0.0000/0.0000          TSL       
377   5M   OPNUSDT      LONG   0.1977     N/A        0.1967     -0.2073    0.0155     10     0.1981/0.1974          0.1981/0.1965          0.1981/0.1965          SL        
398   5M   FLUXUSDT     LONG   0.0479     N/A        0.0478     -0.0874    0.0155     10     0.0479/0.0477          0.0479/0.0477          0.0479/0.0474          SL        
312   10M  BSBUSDT      SHORT  0.1841     N/A        0.1877     -0.7682    0.0158     10     0.1860/0.1841          0.1893/0.1830          0.1893/0.1830          SL        
286   10M  1000RATSUSDT SHORT  0.0518     N/A        0.0526     -0.6247    0.0161     10     0.0523/0.0519          0.0526/0.0518          0.0531/0.0518          SL        
352   5M   IMXUSDT      LONG   0.1458     N/A        0.1450     -0.2130    0.0152     10     0.1456/0.1451          0.1456/0.1450          0.1456/0.1450          SL        
369   5M   ADAUSDT      LONG   0.2487     N/A        0.2482     -0.0896    0.0155     10     0.2489/0.2484          0.2489/0.2481          0.2489/0.2480          SL        
381   5M   CARVUSDT     LONG   0.0541     N/A        0.0540     -0.0744    0.0156     10     0.0541/0.0540          0.0541/0.0540          0.0541/0.0539          SL        
383   10M  PUMPUSDT     LONG   0.0017     N/A        0.0017     -0.1214    0.0156     10     0.0017/0.0017          0.0017/0.0017          0.0017/0.0017          SL        
388   5M   SHIBUSDT     LONG   0.0000     N/A        0.0000     -0.0847    0.0156     10     0.0000/0.0000          0.0000/0.0000          0.0000/0.0000          SL        
335   5M   COOKIEUSDT   LONG   0.0152     N/A        0.0152     -0.0811    0.0154     10     0.0152/0.0152          0.0152/0.0152          0.0152/0.0152          SL        
311   5M   CFGUSDT      LONG   0.1538     N/A        0.1526     -0.3308    0.0157     10     0.1537/0.1527          0.1537/0.1527          0.1537/0.1522          SL        
385   5M   UNHUSDT      SHORT  257.3713   N/A        257.5958   -0.0414    0.0155     10     258.3300/257.5100      258.3300/257.5100      258.3300/257.5100      SL        
332   5M   PROVEUSDT    LONG   0.2522     0.2533     0.2529     0.1295     0.0153     10     0.2519/0.2516          0.2533/0.2516          0.2533/0.2516          TSL       
365   5M   USELESSUSDT  LONG   0.0302     N/A        0.0302     -0.0824    0.0155     10     0.0302/0.0302          0.0302/0.0301          0.0305/0.0301          SL        
307   5M   GRASSUSDT    LONG   0.2948     0.2965     0.2970     0.2501     0.0158     10     0.2946/0.2942          0.2984/0.2942          0.2984/0.2942          TSL       
289   5M   HBARUSDT     LONG   0.0897     0.0898     0.0898     0.0729     0.0160     10     0.0896/0.0896          0.0898/0.0896          0.0900/0.0896          TSL       
321   5M   KMNOUSDT     SHORT  0.0172     0.0171     0.0171     0.1844     0.0156     10     0.0172/0.0172          0.0172/0.0171          0.0172/0.0171          TSL       
379   5M   SXTUSDT      LONG   0.0161     N/A        0.0160     -0.1513    0.0155     10     0.0161/0.0160          0.0161/0.0160          0.0161/0.0159          SL        
147   5M   ZBTUSDT      LONG   0.0695     N/A        0.0696     0.0398     0.0189     10     0.0694/0.0693          0.0696/0.0693          0.0697/0.0693          TSL       
319   5M   ENSUSDT      LONG   5.6448     5.6520     5.6489     0.0353     0.0156     10     5.6480/5.6410          5.6550/5.6410          5.6550/5.6410          TSL       
348   5M   TSLAUSDT     LONG   361.0100   N/A        360.8539   -0.0228    0.0144     30     361.0000/360.9200      361.0600/360.8700      361.0800/360.8700      SL        
329   5M   AVAXUSDT     LONG   8.7894     N/A        8.7917     0.0024     0.0155     10     8.7910/8.7830          8.8010/8.7830          8.8010/8.7830          TSL       
229   5M   BSBUSDT      SHORT  0.1853     N/A        0.1847     0.1139     0.0165     10     0.1878/0.1862          0.1878/0.1850          0.1878/0.1841          TSL       
351   5M   1000BONKUSDT LONG   0.0057     N/A        0.0057     0.0027     0.0152     10     0.0057/0.0057          0.0058/0.0057          0.0058/0.0057          TSL       
272   5M   NOTUSDT      SHORT  0.0003     N/A        0.0003     -0.1149    0.0163     10     0.0003/0.0003          0.0003/0.0003          0.0003/0.0003          SL        
364   5M   STEEMUSDT    SHORT  0.0580     N/A        0.0581     -0.0913    0.0155     10     0.0583/0.0580          0.0583/0.0580          0.0584/0.0580          SL        
243   5M   PENGUUSDT    SHORT  0.0065     0.0064     0.0064     0.1202     0.0166     10     0.0065/0.0065          0.0065/0.0065          0.0065/0.0064          TSL       
359   5M   MAGMAUSDT    SHORT  0.1218     N/A        0.1221     -0.0960    0.0152     10     0.1222/0.1218          0.1222/0.1216          0.1222/0.1208          SL        
350   5M   JASMYUSDT    SHORT  0.0053     N/A        0.0053     -0.0733    0.0152     10     0.0053/0.0053          0.0053/0.0053          0.0053/0.0053          SL        
44    5M   LUMIAUSDT    LONG   0.0779     0.0789     0.0787     0.5765     0.0197     10     0.0778/0.0775          0.0778/0.0772          0.0778/0.0770          TSL       
337   5M   DYDXUSDT     LONG   0.0952     N/A        0.0950     -0.1096    0.0151     10     0.0952/0.0951          0.0952/0.0950          0.0953/0.0949          SL        
363   10M  IOTAUSDT     SHORT  0.0549     N/A        0.0550     -0.0593    0.0155     10     0.0551/0.0549          0.0551/0.0549          0.0551/0.0549          SL        
356   5M   ALCHUSDT     SHORT  0.0694     N/A        0.0696     -0.1017    0.0152     10     0.0696/0.0694          0.0698/0.0694          0.0698/0.0694          SL        
343   5M   XPINUSDT     LONG   0.0011     N/A        0.0011     -0.0575    0.0151     10     0.0011/0.0011          0.0011/0.0011          0.0011/0.0011          SL        
294   10M  LTCUSDT      SHORT  53.8131    N/A        53.9454    -0.1002    0.0151     10     53.8700/53.8100        54.0300/53.8100        54.0300/53.8100        SL        
217   5M   WAXPUSDT     SHORT  0.0063     0.0063     0.0063     0.1075     0.0168     10     0.0063/0.0063          0.0063/0.0063          0.0063/0.0063          TSL       
328   5M   AXSUSDT      SHORT  1.1744     N/A        1.1729     0.0416     0.0154     10     1.1790/1.1690          1.1800/1.1690          1.1800/1.1690          TSL       
358   5M   BARDUSDT     SHORT  0.3555     N/A        0.3564     -0.1054    0.0152     10     0.3569/0.3559          0.3592/0.3559          0.3598/0.3559          SL        
101   5M   SKYUSDT      LONG   0.0704     0.0706     0.0706     0.1415     0.0190     10     0.0704/0.0703          0.0704/0.0703          0.0704/0.0703          TSL       
209   5M   B3USDT       SHORT  0.0004     0.0004     0.0004     1.4870     0.0168     10     0.0004/0.0004          0.0004/0.0004          0.0004/0.0003          TSL       
260   5M   UBUSDT       LONG   0.0281     0.0287     0.0285     0.7712     0.0166     10     0.0280/0.0277          0.0280/0.0277          0.0287/0.0277          TSL       
306   5M   SPXUSDT      LONG   0.2725     N/A        0.2726     0.0040     0.0158     10     0.2728/0.2723          0.2729/0.2723          0.2729/0.2723          TSL       
357   5M   RENDERUSDT   SHORT  1.6802     N/A        1.6832     -0.0756    0.0152     10     1.6830/1.6820          1.6840/1.6790          1.6840/1.6770          SL        
292   10M  DEXEUSDT     SHORT  7.1394     N/A        7.1817     -0.2449    0.0160     10     7.1580/7.1430          7.1970/7.1430          7.2290/7.1430          SL        
285   5M   RVNUSDT      LONG   0.0056     0.0057     0.0057     0.2124     0.0161     10     0.0056/0.0056          0.0057/0.0056          0.0057/0.0056          TSL       
322   5M   AKTUSDT      LONG   0.4986     N/A        0.4992     0.0316     0.0156     10     0.5005/0.4967          0.5005/0.4967          0.5026/0.4967          TSL       
342   5M   CROSSUSDT    SHORT  0.0660     N/A        0.0662     -0.1161    0.0151     10     0.0663/0.0661          0.0666/0.0661          0.0668/0.0661          SL        
139   5M   SUPERUSDT    SHORT  0.1124     N/A        0.1123     0.0545     0.0189     10     0.1126/0.1123          0.1126/0.1122          0.1126/0.1120          TSL       
231   5M   DOGEUSDT     SHORT  0.0914     0.0911     0.0912     0.0917     0.0166     10     0.0916/0.0914          0.0916/0.0911          0.0916/0.0910          TSL       
277   5M   FLUXUSDT     LONG   0.0474     0.0477     0.0478     0.2716     0.0163     10     0.0474/0.0474          0.0477/0.0474          0.0480/0.0474          TSL       
317   5M   XLMUSDT      LONG   0.1657     0.1659     0.1658     0.0482     0.0156     10     0.1659/0.1655          0.1662/0.1655          0.1662/0.1655          TSL       
13    5M   JSTUSDT      LONG   0.0595     0.0597     0.0596     0.1251     0.0200     10     0.0595/0.0594          0.0596/0.0594          0.0596/0.0594          TSL       
240   5M   1000BONKUSDT SHORT  0.0058     0.0057     0.0057     0.1140     0.0166     10     0.0058/0.0058          0.0058/0.0057          0.0058/0.0057          TSL       
325   5M   BLESSUSDT    SHORT  0.0049     N/A        0.0049     -0.2067    0.0156     10     0.0049/0.0049          0.0049/0.0049          0.0049/0.0049          SL        
314   5M   1000SATSUSDT SHORT  0.0000     N/A        0.0000     -0.1057    0.0156     30     0.0000/0.0000          0.0000/0.0000          0.0000/0.0000          SL        
315   5M   MYXUSDT      SHORT  0.2522     N/A        0.2539     -0.2776    0.0155     10     0.2540/0.2527          0.2540/0.2518          0.2544/0.2518          SL        
316   5M   4USDT        SHORT  0.0130     N/A        0.0133     -0.7780    0.0156     10     0.0133/0.0131          0.0135/0.0131          0.0136/0.0131          LIQ       
208   5M   WIFUSDT      SHORT  0.1752     0.1746     0.1748     0.1157     0.0168     10     0.1754/0.1752          0.1756/0.1750          0.1756/0.1747          TSL       
247   5M   ACHUSDT      SHORT  0.0063     N/A        0.0063     -0.1121    0.0166     10     0.0063/0.0063          0.0063/0.0063          0.0063/0.0063          SL        
333   5M   POPCATUSDT   SHORT  0.0474     N/A        0.0475     -0.0551    0.0154     10     0.0475/0.0474          0.0476/0.0474          0.0476/0.0474          SL        
234   5M   ALGOUSDT     SHORT  0.0816     N/A        0.0819     -0.1856    0.0166     10     0.0818/0.0817          0.0818/0.0817          0.0819/0.0817          SL        
281   5M   XRPUSDT      SHORT  1.3341     N/A        1.3373     -0.1085    0.0165     10     1.3364/1.3350          1.3368/1.3350          1.3383/1.3350          SL        
219   5M   SUSDT        SHORT  0.0408     N/A        0.0410     -0.1466    0.0168     10     0.0409/0.0408          0.0410/0.0408          0.0410/0.0408          SL        
189   5M   AEVOUSDT     SHORT  0.0231     0.0230     0.0230     0.1711     0.0174     10     0.0231/0.0231          0.0231/0.0229          0.0231/0.0229          TSL       
85    5M   2ZUSDT       SHORT  0.0696     0.0695     0.0695     0.1105     0.0190     10     0.0697/0.0697          0.0697/0.0696          0.0697/0.0695          TSL       
184   5M   BROCCOLIUSDT SHORT  0.0118     N/A        0.0118     0.0361     0.0175     10     0.0118/0.0118          0.0118/0.0118          0.0118/0.0117          TSL       
230   5M   ADAUSDT      SHORT  0.2474     N/A        0.2483     -0.1636    0.0165     10     0.2477/0.2473          0.2478/0.2473          0.2484/0.2473          SL        
245   5M   IMXUSDT      SHORT  0.1447     N/A        0.1451     -0.1191    0.0166     10     0.1449/0.1449          0.1450/0.1449          0.1453/0.1448          SL        
236   5M   OPUSDT       SHORT  0.1038     N/A        0.1044     -0.2327    0.0166     10     0.1041/0.1040          0.1042/0.1040          0.1044/0.1040          SL        
255   5M   XOMUSDT      LONG   172.0160   N/A        171.8428   -0.0498    0.0165     10     171.8900/171.8700      171.9700/171.8700      171.9800/171.8500      SL        
313   5M   AAVEUSDT     SHORT  96.6217    N/A        96.8197    -0.0870    0.0155     10     96.8100/96.7000        96.8400/96.6200        96.8400/96.4200        SL        
301   10M  KWEBUSDT     SHORT  27.7938    N/A        27.9478    -0.2282    0.0159     10     27.9640/27.8040        27.9700/27.8040        27.9800/27.8040        SL        
293   5M   KWEBUSDT     SHORT  27.7938    N/A        27.9438    -0.2225    0.0159     10     27.9020/27.8040        27.9690/27.8040        27.9700/27.8040        SL        
233   5M   NEARUSDT     SHORT  1.1610     N/A        1.1641     -0.1199    0.0167     10     1.1634/1.1619          1.1636/1.1619          1.1654/1.1619          SL        
207   5M   YGGUSDT      SHORT  0.0350     N/A        0.0349     0.0316     0.0168     10     0.0350/0.0350          0.0350/0.0348          0.0350/0.0348          TSL       
298   5M   STGUSDT      LONG   0.2448     N/A        0.2454     0.0896     0.0160     10     0.2445/0.2431          0.2478/0.2431          0.2494/0.2431          TSL       
238   5M   ARBUSDT      SHORT  0.0896     N/A        0.0900     -0.2183    0.0166     10     0.0898/0.0897          0.0898/0.0896          0.0901/0.0896          SL        
265   5M   METISUSDT    SHORT  2.7686     N/A        2.7793     -0.1655    0.0163     10     2.7770/2.7710          2.7770/2.7710          2.7830/2.7710          SL        
274   5M   VIRTUALUSDT  SHORT  0.6506     N/A        0.6536     -0.1967    0.0164     10     0.6529/0.6516          0.6530/0.6516          0.6558/0.6516          SL        
144   5M   ICXUSDT      SHORT  0.0338     0.0336     0.0337     0.1818     0.0189     10     0.0338/0.0338          0.0338/0.0337          0.0338/0.0336          TSL       
254   5M   ZORAUSDT     SHORT  0.0146     N/A        0.0147     -0.1466    0.0166     10     0.0146/0.0146          0.0146/0.0146          0.0147/0.0146          SL        
284   5M   AXSUSDT      LONG   1.1716     1.1790     1.1776     0.2278     0.0162     10     1.1780/1.1700          1.1810/1.1700          1.1810/1.1690          TSL       
310   5M   LITUSDT      SHORT  0.8606     N/A        0.8631     -0.1238    0.0158     10     0.8630/0.8610          0.8660/0.8610          0.8680/0.8610          SL        
213   5M   ENJUSDT      SHORT  0.0198     N/A        0.0198     0.0320     0.0168     10     0.0198/0.0198          0.0198/0.0198          0.0198/0.0197          TSL       
163   5M   CARVUSDT     SHORT  0.0539     N/A        0.0540     -0.1376    0.0182     10     0.0540/0.0539          0.0540/0.0539          0.0540/0.0538          SL        
308   5M   AIXBTUSDT    SHORT  0.0235     N/A        0.0236     -0.1992    0.0158     10     0.0237/0.0235          0.0237/0.0235          0.0237/0.0235          SL        
200   5M   BIOUSDT      SHORT  0.0160     N/A        0.0161     -0.1675    0.0171     10     0.0160/0.0160          0.0160/0.0160          0.0161/0.0160          SL        
297   5M   AMZNUSDT     SHORT  198.3908   N/A        198.5399   -0.0378    0.0159     10     198.5000/198.5000      198.5900/198.5000      198.6100/198.5000      SL        
309   5M   TSLAUSDT     SHORT  360.7211   N/A        360.9661   -0.0349    0.0159     10     360.9900/360.8200      361.0000/360.8200      361.0800/360.8200      SL        
299   5M   ACXUSDT      SHORT  0.0420     N/A        0.0421     -0.0985    0.0160     10     0.0421/0.0420          0.0421/0.0420          0.0421/0.0420          SL        
271   5M   GLMUSDT      SHORT  0.1285     N/A        0.1290     -0.1600    0.0164     10     0.1288/0.1286          0.1290/0.1286          0.1291/0.1286          SL        
198   5M   VANAUSDT     SHORT  1.2224     1.2160     1.2184     0.1785     0.0171     10     1.2240/1.2220          1.2240/1.2160          1.2240/1.2160          TSL       
296   5M   SUIUSDT      LONG   0.8827     N/A        0.8811     -0.0816    0.0160     10     0.8820/0.8809          0.8828/0.8809          0.8845/0.8809          SL        
295   5M   DENTUSDT     LONG   0.0002     N/A        0.0002     -0.1542    0.0160     10     0.0002/0.0002          0.0002/0.0002          0.0002/0.0002          SL        
250   5M   MELANIAUSDT  SHORT  0.1142     N/A        0.1151     -0.3234    0.0166     10     0.1145/0.1144          0.1148/0.1144          0.1152/0.1144          SL        
216   5M   LDOUSDT      SHORT  0.3002     N/A        0.3022     -0.2852    0.0168     10     0.3009/0.3003          0.3010/0.3003          0.3026/0.3003          SL        
268   10M  CFGUSDT      SHORT  0.1523     N/A        0.1533     -0.2526    0.0163     10     0.1532/0.1519          0.1540/0.1519          0.1540/0.1518          SL        
224   5M   HOMEUSDT     SHORT  0.0191     N/A        0.0191     -0.0984    0.0166     10     0.0191/0.0191          0.0191/0.0191          0.0191/0.0191          SL        
66    5M   KGENUSDT     SHORT  0.1911     0.1904     0.1907     0.1437     0.0192     10     0.1914/0.1912          0.1914/0.1907          0.1914/0.1906          TSL       
279   5M   CROSSUSDT    SHORT  0.0663     0.0661     0.0661     0.1363     0.0163     10     0.0664/0.0660          0.0665/0.0660          0.0665/0.0660          TSL       
223   5M   CELOUSDT     SHORT  0.0760     N/A        0.0759     0.0304     0.0166     10     0.0761/0.0759          0.0761/0.0759          0.0761/0.0757          TSL       
251   5M   PUMPUSDT     SHORT  0.0017     N/A        0.0017     -0.1541    0.0166     10     0.0017/0.0017          0.0017/0.0017          0.0017/0.0017          SL        
249   5M   VELOUSDT     SHORT  0.0037     0.0037     0.0037     0.0876     0.0166     10     0.0037/0.0037          0.0037/0.0037          0.0037/0.0037          TSL       
244   5M   XTZUSDT      SHORT  0.3499     N/A        0.3511     -0.1511    0.0165     10     0.3502/0.3499          0.3507/0.3499          0.3524/0.3499          SL        
282   5M   AVAXUSDT     SHORT  8.7646     N/A        8.7789     -0.0753    0.0165     10     8.7770/8.7710          8.7810/8.7710          8.8010/8.7710          SL        
264   5M   WAVESUSDT    SHORT  0.4210     N/A        0.4226     -0.1686    0.0163     10     0.4217/0.4213          0.4229/0.4213          0.4229/0.4213          SL        
70    5M   KASUSDT      LONG   0.0356     N/A        0.0354     -0.3347    0.0192     10     0.0357/0.0355          0.0357/0.0355          0.0357/0.0355          SL        
276   5M   ALCHUSDT     SHORT  0.0693     N/A        0.0695     -0.0975    0.0163     10     0.0695/0.0694          0.0696/0.0694          0.0697/0.0694          SL        
242   5M   BGBUSDT      SHORT  1.9380     N/A        1.9399     -0.0473    0.0163     10     1.9394/1.9383          1.9394/1.9383          1.9417/1.9380          SL        
168   5M   DYMUSDT      SHORT  0.0256     0.0255     0.0255     0.2540     0.0180     10     0.0257/0.0256          0.0257/0.0255          0.0257/0.0254          TSL       
95    5M   MANTRAUSDT   LONG   0.0120     N/A        0.0119     -0.1573    0.0190     10     0.0120/0.0120          0.0120/0.0120          0.0120/0.0120          SL        
273   5M   ATHUSDT      LONG   0.0070     N/A        0.0070     -0.1255    0.0163     10     0.0070/0.0070          0.0070/0.0070          0.0070/0.0070          SL        
129   5M   GPSUSDT      LONG   0.0077     0.0077     0.0077     0.1257     0.0189     10     0.0077/0.0077          0.0077/0.0077          0.0078/0.0077          TSL       
41    5M   OGNUSDT      SHORT  0.0207     0.0206     0.0206     0.1888     0.0197     10     0.0207/0.0206          0.0207/0.0206          0.0207/0.0206          TSL       
228   5M   CETUSUSDT    SHORT  0.0258     0.0255     0.0256     0.3628     0.0166     10     0.0260/0.0258          0.0260/0.0255          0.0260/0.0255          TSL       
269   5M   AKTUSDT      LONG   0.4994     N/A        0.4964     -0.2612    0.0163     10     0.4983/0.4964          0.4983/0.4962          0.5005/0.4962          SL        
131   5M   GOOGLUSDT    SHORT  273.4332   N/A        273.6474   -0.0457    0.0186     10     273.5800/273.5400      273.5800/273.5300      273.6000/273.5300      SL        
278   5M   ZETAUSDT     LONG   0.0499     N/A        0.0498     -0.1062    0.0163     10     0.0499/0.0498          0.0499/0.0498          0.0499/0.0498          SL        
280   5M   MAGMAUSDT    SHORT  0.1212     0.1205     0.1208     0.1658     0.0163     10     0.1213/0.1205          0.1219/0.1205          0.1222/0.1205          TSL       
261   5M   NOMUSDT      SHORT  0.0019     N/A        0.0019     -0.5438    0.0166     10     0.0019/0.0019          0.0019/0.0019          0.0019/0.0019          SL        
235   5M   APTUSDT      SHORT  0.9479     N/A        0.9508     -0.1337    0.0166     10     0.9494/0.9468          0.9508/0.9468          0.9511/0.9468          SL        
148   5M   EWJUSDT      LONG   81.5207    N/A        81.3519    -0.1074    0.0189     10     81.4700/81.4000        81.4700/81.4000        81.4700/81.3400        SL        
270   5M   ENSUSDT      SHORT  5.6282     N/A        5.6386     -0.0840    0.0164     10     5.6400/5.6320          5.6410/5.6320          5.6550/5.6320          SL        
283   5M   SANDUSDT     SHORT  0.0734     N/A        0.0735     -0.0660    0.0163     10     0.0735/0.0734          0.0736/0.0734          0.0739/0.0734          SL        
171   5M   EWTUSDT      SHORT  69.4253    N/A        69.5670    -0.1012    0.0181     10     69.4700/69.4700        69.4700/69.4700        69.5600/69.4700        SL        
267   5M   SAHARAUSDT   LONG   0.0256     0.0258     0.0258     0.2881     0.0163     10     0.0259/0.0256          0.0259/0.0256          0.0261/0.0256          TSL       
263   5M   SUIUSDT      LONG   0.8838     N/A        0.8812     -0.1316    0.0166     10     0.8829/0.8809          0.8829/0.8809          0.8831/0.8809          SL        
253   5M   NILUSDT      SHORT  0.0314     N/A        0.0316     -0.2705    0.0166     10     0.0315/0.0315          0.0316/0.0315          0.0316/0.0315          SL        
259   5M   FLUXUSDT     SHORT  0.0473     N/A        0.0474     -0.1120    0.0166     10     0.0474/0.0473          0.0474/0.0473          0.0480/0.0473          SL        
262   5M   IOUSDT       LONG   0.1067     N/A        0.1064     -0.1109    0.0166     10     0.1065/0.1063          0.1070/0.1063          0.1074/0.1063          SL        
187   5M   BANANAS31USDT SHORT  0.0129     0.0128     0.0128     0.3605     0.0174     10     0.0129/0.0129          0.0129/0.0128          0.0129/0.0128          TSL       
215   5M   BCHUSDT      SHORT  474.9695   N/A        474.6601   0.0193     0.0171     20     475.3000/473.8700      475.3000/473.7800      475.5300/473.7800      TSL       
257   5M   C98USDT      LONG   0.0252     N/A        0.0251     -0.1318    0.0166     10     0.0252/0.0252          0.0252/0.0250          0.0252/0.0250          SL        
106   5M   LYNUSDT      LONG   0.0495     N/A        0.0485     -0.9466    0.0189     10     0.0499/0.0492          0.0499/0.0490          0.0499/0.0484          LIQ       
222   5M   NEOUSDT      SHORT  2.6077     N/A        2.6113     -0.0649    0.0166     10     2.6100/2.6100          2.6160/2.6090          2.6180/2.6090          SL        
181   5M   COPPERUSDT   SHORT  5.4563     N/A        5.4675     -0.0990    0.0175     10     5.4600/5.4600          5.4600/5.4600          5.4680/5.4600          SL        
122   5M   JDUSDT       SHORT  28.4658    N/A        28.5429    -0.1367    0.0188     10     28.5200/28.4900        28.5200/28.4900        28.5500/28.4800        SL        
203   5M   PIUSDT       SHORT  0.1753     N/A        0.1752     0.0173     0.0170     10     0.1755/0.1754          0.1755/0.1749          0.1755/0.1747          TSL       
176   5M   CUSDT        SHORT  0.0840     N/A        0.0837     0.1496     0.0177     10     0.0844/0.0838          0.0846/0.0830          0.0848/0.0827          TSL       
214   5M   SQDUSDT      SHORT  0.0310     N/A        0.0310     0.0217     0.0168     10     0.0311/0.0309          0.0311/0.0309          0.0311/0.0309          TSL       
232   5M   ICPUSDT      SHORT  2.2399     N/A        2.2482     -0.1627    0.0166     10     2.2470/2.2430          2.2500/2.2430          2.2550/2.2430          SL        
164   5M   ALTUSDT      SHORT  0.0063     0.0063     0.0063     0.1544     0.0182     10     0.0063/0.0063          0.0063/0.0063          0.0063/0.0063          TSL       
195   5M   ASTRUSDT     SHORT  0.0074     0.0074     0.0074     0.1185     0.0171     10     0.0075/0.0075          0.0075/0.0074          0.0075/0.0073          TSL       
220   5M   STOUSDT      LONG   0.1113     0.1120     0.1118     0.2262     0.0168     10     0.1119/0.1112          0.1120/0.1112          0.1120/0.1112          TSL       
179   5M   XRPUSDT      SHORT  1.3391     1.3368     1.3374     0.0616     0.0177     10     1.3396/1.3385          1.3396/1.3356          1.3396/1.3341          TSL       
165   5M   GRASSUSDT    SHORT  0.2963     0.2951     0.2938     0.2711     0.0181     10     0.2965/0.2951          0.2965/0.2924          0.2965/0.2924          TSL       
162   5M   METISUSDT    SHORT  2.7846     2.7750     2.7786     0.1232     0.0182     10     2.7870/2.7870          2.7870/2.7740          2.7870/2.7700          TSL       
190   5M   AIXBTUSDT    SHORT  0.0237     0.0235     0.0236     0.2184     0.0173     10     0.0237/0.0237          0.0237/0.0235          0.0237/0.0235          TSL       
241   5M   WLDUSDT      SHORT  0.2685     0.2661     0.2670     0.3001     0.0165     10     0.2690/0.2661          0.2707/0.2661          0.2727/0.2661          TSL       
225   5M   PROMUSDT     SHORT  1.0036     N/A        1.0060     -0.1073    0.0165     10     1.0075/1.0039          1.0098/1.0036          1.0098/1.0014          SL        
161   5M   MINAUSDT     SHORT  0.0529     0.0527     0.0527     0.1444     0.0182     10     0.0529/0.0528          0.0529/0.0525          0.0529/0.0525          TSL       
155   5M   OPENUSDT     SHORT  0.1677     N/A        0.1685     -0.2312    0.0186     10     0.1681/0.1679          0.1682/0.1678          0.1686/0.1678          SL        
246   5M   QTUMUSDT     SHORT  0.8266     N/A        0.8301     -0.1835    0.0166     10     0.8330/0.8280          0.8340/0.8280          0.8370/0.8280          SL        
